time,value
0,0.4967141530112327
1,0.358449851840048
2,1.0061383899407406
3,2.5291682463487657
4,2.2950148716254297
5,2.060877914676249
6,3.6400907301836405
7,4.407525459336549
8,3.938051073401597
9,4.4806111169875615
10,4.017193424175099
11,3.5514636706048424
12,3.7934259421708765
13,1.8801456975130786
14,0.15522786500004582
15,-0.4070596642409269
16,-1.4198907845753506
17,-1.1056434519800766
18,-2.0136675275012874
19,-3.4259712288365787
20,-1.9603224599150246
21,-2.1860987604015603
22,-2.1185705557136365
23,-3.5433187419270933
24,-4.087701466452276
25,-3.9767788767424097
26,-5.127772454164712
27,-4.75207443581904
28,-5.352713125737845
29,-5.644406875531121
30,-6.2461134877605184
31,-4.3938353032515804
32,-4.407332527989515
33,-5.4650434569454145
34,-4.642498544842225
35,-5.863342194813248
36,-5.654478599808492
37,-7.614148723688268
38,-8.942334772586698
39,-8.745473536717574
40,-8.007006956722163
41,-7.835638675532193
42,-7.951286957920433
43,-8.252390653509723
44,-9.73091264387715
45,-10.450756852271859
46,-10.911395623231646
47,-9.854273397012731
48,-9.51065510744427
49,-11.273695262807005
50,-10.94961129341221
51,-11.334693573828526
52,-12.011615574134485
53,-11.399939285293616
54,-10.368939762797666
55,-9.437659643681467
56,-10.276877166904105
57,-10.58608954275532
58,-10.254826111351756
59,-9.279280984229397
60,-9.758455222074687
61,-9.944114198738504
62,-11.050449172744532
63,-12.246655796825202
64,-11.434129974431004
65,-10.07788994586018
66,-10.149900067440514
67,-9.14636716954849
68,-8.784731144500856
69,-9.42985089910598
70,-9.068455293597568
71,-7.5304187271315985
72,-7.56624476624155
73,-6.001601110427544
74,-8.621346214517288
75,-7.799443710142064
76,-7.712396641903893
77,-8.011403992369761
78,-7.919643215834259
79,-9.907212130435152
80,-10.126884018272664
81,-9.769771446760917
82,-8.2918774020194
83,-8.810147620293048
84,-9.618641223186236
85,-10.120398266770772
86,-9.204996149068698
87,-8.876245039409014
88,-9.406005243176052
89,-8.892737810062696
90,-8.795660260714657
91,-7.827015270181768
92,-8.529068364059121
93,-8.85673051065689
94,-9.248838663789048
95,-10.712353611921166
96,-10.41623333485659
97,-10.1551780626767
98,-10.15006460603424
99,-10.384651739409387
100,-11.800022481459802
101,-12.220667804225162
102,-12.56338232075193
103,-13.36565958997355
104,-13.526945301639559
105,-13.12289444482502
106,-11.23670854361449
107,-11.062130730782652
108,-10.804580340059887
109,-10.879026255826055
110,-12.797797471125097
111,-12.824311346574314
112,-12.764081136633287
113,-10.300839024148
114,-10.493199988929124
115,-10.19165264659551
116,-10.226364416300754
117,-11.395042453920286
118,-10.252219639405265
119,-9.500286606718491
120,-8.709254659675445
121,-9.618642114470184
122,-8.215847803534086
123,-9.617698866326366
124,-9.030841772526095
125,-6.840386146716117
126,-7.830922471846805
127,-8.397220201449578
128,-8.297568836361936
129,-8.801044490478136
130,-10.351707921544268
131,-10.28314494673824
132,-11.345448660464346
133,-10.871856229829165
134,-11.791280464062968
135,-10.241346059045428
136,-11.024599351381665
137,-11.34666086758734
138,-10.53314365021767
139,-11.764007966651626
140,-11.536548032047497
141,-10.22940527776507
142,-11.836888512326297
143,-11.652254653793992
144,-11.39237185954557
145,-10.61054898776826
146,-11.847499698646342
147,-13.167956311730618
148,-12.646014746113721
149,-12.349030072880534
150,-12.098537222534658
151,-11.752089013037683
152,-12.432113734616173
153,-12.19986003745517
154,-11.90678756415649
155,-12.621138982182858
156,-10.755364471038101
157,-10.281531550126314
158,-11.472835047328962
159,-10.816281438695132
160,-11.790963108922453
161,-11.003878505180001
162,-9.845282926172597
163,-10.665965244524308
164,-9.702589115279986
165,-9.289808188343487
166,-8.467748028348998
167,-6.570955045695051
168,-6.8163431616979215
169,-7.570079326055411
170,-8.459593755680935
171,-9.275404040646373
172,-9.352505750060477
173,-9.011353775243833
174,-8.734662975913814
175,-7.90747972687779
176,-7.894477834999884
177,-6.440943757842566
178,-6.705600591080523
179,-3.985431424490904
180,-3.359764076725898
181,-4.216921633142181
182,-5.287814131203293
183,-4.8053417159601075
184,-5.028804501285959
185,-4.3148040071938665
186,-3.8415663826203215
187,-3.914395295277194
188,-4.761189013345599
189,-6.276036238031464
190,-6.722551190098486
191,-5.866152395775013
192,-5.6520586516448095
193,-6.897797430356798
194,-6.724616504505616
195,-6.33929912477678
196,-7.2231565609779125
197,-7.069431455032385
198,-7.011222736586385
199,-8.154193034417007
200,-7.796405674068724
201,-7.23562114770049
202,-6.152569904525214
203,-5.098767852490311
204,-6.476437220447401
205,-7.414262260362524
206,-6.899226993153865
207,-6.385441042241656
208,-5.870393355935608
209,-2.017661865280887
210,-1.4467713545877199
211,-0.31120571440712097
212,0.6427960490860813
213,1.2941873003918793
214,0.9789180557515338
215,1.7378872762448012
216,0.9650620617072294
217,0.7282434549672205
218,0.24287990713811708
219,0.3247540465244396
220,2.6394126131979485
221,0.7721474206062005
222,1.4584076109807138
223,-0.15430826020893784
224,-0.6262401259983713
225,0.46271047096899476
226,0.5269904900644575
227,-0.5507542878648486
228,-1.266057997124817
229,-0.5864602481901411
230,-1.3168268799072778
231,-1.100368290325303
232,-1.054796450421489
233,-1.7063967980273063
234,0.4375472912980194
235,1.0714663136160305
236,-0.9536762730415766
237,-0.767221958272149
238,-1.4290084230405369
239,-0.5765750882443129
240,-1.3690958266770137
241,-1.4838322681439127
242,-0.9788449891634555
243,-0.11308979499333405
244,-1.3133862020491103
245,-1.6478874378900588
246,-2.122832749051015
247,-2.7761619816247265
248,-1.0107077413436296
249,-0.6057260303826741
250,-1.8666099847177193
251,-0.9487480376629432
252,1.1734081593496901
253,2.205873419900837
254,0.6865034539468238
255,0.2022693810805724
256,1.4691805302671952
257,0.7615110646484144
258,1.2053304927946429
259,1.9799645462239797
260,1.0530340746458968
261,0.9935087185840967
262,-2.2477586214849756
263,-3.2721462628192652
264,-3.5247144142124256
265,-4.772497596177275
266,-3.14008629224564
267,-4.570227670206273
268,-5.010272156903256
269,-4.879531579617165
270,-3.4382582905510493
271,-4.874120441730488
272,-3.7109566895755286
273,-3.7007236285559415
274,-4.682232279603893
275,-4.2201288053406225
276,-4.0210691097671525
277,-4.6212859869259475
