time,value
0,-2.275117244581975
1,-1.7422834637747964
2,-2.458413421909186
3,-2.062073590136384
4,-1.8037101247987704
5,-2.4645923334652795
6,-1.9888890866940085
7,-2.2138964568016726
8,-1.8889605492176285
9,-2.3839882509715387
10,4.268678531005087
11,1.7905089033911366
12,-2.0534392314601844
13,-1.4402881942190813
14,-1.6104036827424977
15,-2.550548878174917
16,-2.1932364752822777
17,-2.579385120962541
18,-2.688969651911241
19,-2.176558326003534
20,-2.0881428309628793
21,-1.3995536140252358
22,-2.453593290073697
23,-1.4056871367846944
24,-1.868256979884895
25,-1.179114441992962
26,-1.0199145644332175
27,3.4430049247172914
28,1.9129263950530042
29,1.4493981795072144
30,3.861168801542204
31,3.355534819346683
32,3.3245690272381245
33,2.4822443251742587
34,1.5085046251459195
35,0.4606644526677832
36,-1.1483105738881094
37,3.2759058864497796
38,0.13247431817590005
39,3.568416375307877
40,-2.3074378797086554
41,-1.8335537797555352
42,-2.0299086318308346
43,-1.5194131167908225
44,-1.8511747757458266
45,-2.514057885293769
46,-1.9321230852617568
47,-1.6959551689995194
48,-2.7334839425897632
49,-1.553685264246919
50,-2.2073823172027334
51,-2.699370440802929
52,-2.1638125916390014
53,-2.4307990271241646
54,-2.6746949866165046
55,-2.5095363926840353
56,-1.027442192756607
57,-2.07666822875807
58,-2.2415613393756466
59,-2.284914174199202
60,-2.007741670005889
61,-2.013688222792579
62,-2.379163560259121
63,2.914831297438285
64,1.8712438983980662
65,-1.8275488324776357
66,-1.2832422563550399
67,-1.4671031457253478
68,-0.9206357383184482
69,-1.384110811641945
70,-1.6360834429170663
71,-2.30953468017748
72,4.436100875513021
73,1.221083951393036
74,5.867679601856237
75,2.161941611889134
76,3.4362565596494212
77,0.09705649870392041
78,2.856025681978855
79,-2.9393977301351946
80,0.3248372164737716
81,3.354372131164199
82,0.7487674095341366
83,0.9550770409348344
84,2.125649199466365
85,3.003192730692345
86,3.9296211646568704
87,-0.12966230572601178
88,3.8413334314261425
89,1.5465550889012762
90,3.3060966220995214
91,4.205374930925423
92,0.029236405748625405
93,-0.1878808181369478
94,1.9902861106979401
95,1.2333533874681932
96,3.7344589979528884
97,3.9168276724265967
98,6.546690316034963
99,2.2939493009144325
100,1.9771131050605426
101,2.8267081752472905
102,4.60069029599308
103,-0.6870475281348658
104,1.9906080106528814
